file	CorP	name	mean	median	sd	quantile0.025	quantile0.975
output_COI.txt	P	chr11|1020630	0.67467923	0.697711	0.11293	0.16789405	0.743177
output_COI.txt	P	chr11|1057437	0.419138429	0.434697	0.08267	0.064962	0.491715275
output_COI.txt	P	chr11|1058035	0.406673313	0.419038	0.07342	0.090597	0.474446
output_COI.txt	P	chr11|1084422	0.164085083	0.168557	0.03533	0.024434	0.2134793
output_COI.txt	P	chr11|1100269	0.871238597	0.897804	0.12254	0.316479175	0.931486
output_COI.txt	P	chr11|1106452	0.544509167	0.5639185	0.10083	0.10678465	0.622325225
output_COI.txt	P	chr11|1108310	0.079478076	0.080097	0.01835	0.022077	0.108362
output_COI.txt	P	chr11|1114208	0.297145332	0.308509	0.05705	0.075541	0.353446
output_COI.txt	P	chr11|1120257	0.041816686	0.040533	0.01821	0.016611	0.066448
output_COI.txt	P	chr11|1141641	0.240071221	0.247693	0.04667	0.0589059	0.291485
output_COI.txt	P	chr11|1157111	0.205594754	0.209461	0.04506	0.03503	0.257551
output_COI.txt	P	chr11|1181093	0.724083892	0.75366	0.13456	0.176006	0.794133
output_COI.txt	P	chr11|1196007	0.116267727	0.118983	0.02732	0.020916	0.15481
output_COI.txt	P	chr11|1263156	0.194767583	0.1995795	0.03916	0.045467	0.249125
output_COI.txt	P	chr11|1287484	0.063610124	0.064469	0.0152	0.01968	0.091677
output_COI.txt	P	chr11|1360267	0.331317494	0.341067	0.0612	0.057629	0.391417
output_COI.txt	P	chr11|1375053	0.346050005	0.3583265	0.06675	0.061494	0.40392
output_COI.txt	P	chr11|1467529	0.270102145	0.281576	0.05326	0.054008	0.319713
output_COI.txt	P	chr11|1508304	0.031693014	0.032272	0.01253	0.001077	0.046971
output_COI.txt	P	chr11|1563321	0.937175968	0.947813	0.08974	0.89986	0.971883
output_COI.txt	P	chr11|1637389	0.038226382	0.037513	0.01106	0.016743	0.059585
output_COI.txt	P	chr11|1659750	0.338417464	0.351714	0.06313	0.061035	0.398659
output_COI.txt	P	chr11|1679200	0.137484598	0.142003	0.02752	0.039506	0.173780125
output_COI.txt	P	chr11|1696137	0.097270497	0.099567	0.02329	0.016604	0.134416
output_COI.txt	P	chr11|1749819	0.144075285	0.145762	0.03202	0.012236	0.190089
output_COI.txt	P	chr11|1752894	0.458782841	0.475075	0.08307	0.095153	0.527674
output_COI.txt	P	chr11|1887740	0.560298508	0.579085	0.09894	0.110721	0.64026
output_COI.txt	P	chr11|1900435	0.637172146	0.662388	0.1108	0.156986	0.710024975
output_COI.txt	P	chr11|1912576	0.078953888	0.081032	0.01799	0.025842	0.114475
output_COI.txt	P	chr11|1945955	0.569137451	0.59089	0.10434	0.144309	0.64847
output_COI.txt	P	chr11|1978660	0.308997006	0.3200215	0.05906	0.043183	0.365509
output_COI.txt	P	chr11|2001759	0.778875406	0.804964	0.12477	0.208703	0.854272
output_COI.txt	P	chr12|63028	0.130096804	0.13395	0.03058	0.011146	0.172496
output_COI.txt	P	chr12|63177	0.342428735	0.355128	0.06497	0.064929	0.404239
output_COI.txt	P	chr12|63243	0.163080612	0.169159	0.03666	0.011555	0.216425
output_COI.txt	P	chr12|63268	0.529720227	0.549285	0.09479	0.086278	0.5967264
output_COI.txt	P	chr12|63322	0.363545395	0.372725	0.06036	0.13345275	0.42719
output_COI.txt	P	chr12|82667	0.462804438	0.478625	0.08534	0.0858	0.532553525
output_COI.txt	P	chr12|83177	0.464223619	0.4766565	0.08376	0.087326	0.530572
output_COI.txt	P	chr12|83558	0.092902763	0.0963345	0.02421	0.009471	0.127607
output_COI.txt	P	chr12|114173	0.483899515	0.4976335	0.08507	0.096688	0.545311
output_COI.txt	P	chr12|123645	0.182715184	0.189284	0.04071	0.035284	0.228881725
output_COI.txt	P	chr12|174880	0.057305018	0.059337	0.01611	0.003534	0.090402
output_COI.txt	P	chr12|316929	0.069741279	0.070011	0.01702	0.009908	0.099145
output_COI.txt	P	chr12|331294	0.137148638	0.141511	0.02976	0.025342	0.180001
output_COI.txt	P	chr12|350796	0.714572157	0.741241	0.12088	0.145966	0.785338
output_COI.txt	P	chr12|367530	0.026453813	0.026348	0.01046	0.00547	0.049665
output_COI.txt	P	chr12|379979	0.311533901	0.321316	0.05588	0.085073575	0.367788
output_COI.txt	P	chr12|394228	0.021561618	0.021034	0.00757	0.001129	0.035769
output_COI.txt	P	chr12|418961	0.429143118	0.448822	0.08345	0.073238	0.494985975
output_COI.txt	P	chr12|532131	0.089746244	0.090969	0.02086	0.016329	0.119786
output_COI.txt	P	chr12|532133	0.080800018	0.079875	0.01841	0.031359925	0.111471
output_COI.txt	P	chr12|606896	0.068553627	0.066815	0.01706	0.019679	0.100161
output_COI.txt	P	chr12|640429	0.056931094	0.057691	0.01437	0.014947	0.084398
output_COI.txt	P	chr12|642250	0.065479195	0.065201	0.01595	0.014833	0.095645
output_COI.txt	P	chr12|657927	0.05033462	0.051042	0.01355	0.011709	0.07672
output_COI.txt	P	chr12|684111	0.099553195	0.101949	0.02441	0.012184	0.134817
output_COI.txt	P	chr12|684117	0.627898154	0.645528	0.10743	0.116438075	0.6999981
output_COI.txt	P	chr12|696302	0.045375497	0.046098	0.01298	0.003822	0.06589
output_COI.txt	P	chr12|698136	0.848889207	0.871197	0.1155	0.298099	0.910657
output_COI.txt	P	chr12|713905	0.030208247	0.031006	0.0129	0.005349525	0.061713
output_COI.txt	P	chr12|718550	0.118770558	0.122661	0.02568	0.014712	0.15695175
output_COI.txt	P	chr12|726602	0.445365537	0.4597255	0.07792	0.076655	0.507143
output_COI.txt	P	chr12|733153	0.084240083	0.086462	0.02113	0.016234	0.116226
output_COI.txt	P	chr12|739074	0.093891596	0.096513	0.02122	0.031454	0.124019
output_COI.txt	P	chr12|751029	0.145324403	0.149106	0.0338	0.019111	0.184719
output_COI.txt	P	chr12|753957	0.051817394	0.051913	0.01348	0.013088	0.077056
output_COI.txt	P	chr12|760468	0.595027539	0.609817	0.09792	0.130516	0.6679726
output_COI.txt	P	chr12|760531	0.62942778	0.647937	0.10426	0.114215	0.702608
output_COI.txt	P	chr12|762388	0.104904959	0.107395	0.02491	0.027858	0.143165
output_COI.txt	P	chr12|762514	0.086658941	0.0868295	0.02116	0.009034	0.118448
output_COI.txt	P	chr12|762526	0.086376967	0.090854	0.02101	0.012369	0.115009
output_COI.txt	P	chr12|786224	0.39652947	0.41047	0.07267	0.065616	0.4616154
output_COI.txt	P	chr12|802744	0.721265669	0.7507355	0.12917	0.130403	0.7886708
output_COI.txt	P	chr12|807679	0.046395454	0.049058	0.01287	0.009594	0.06541
output_COI.txt	P	chr12|812812	0.188179555	0.196246	0.04078	0.03110195	0.235827
output_COI.txt	P	chr12|813217	0.113624539	0.118883	0.0259	0.027287	0.150607
output_COI.txt	P	chr12|817730	0.454453997	0.467756	0.08397	0.09050915	0.5262123
output_COI.txt	P	chr12|818766	0.637571177	0.657224	0.1053	0.147144	0.706228
output_COI.txt	P	chr12|836041	0.031519481	0.029778	0.01127	0.008209	0.052409
output_COI.txt	P	chr12|839903	0.494365255	0.511306	0.08366	0.116633	0.556427
output_COI.txt	P	chr12|847568	0.025379966	0.024882	0.01314	0.00908345000000001	0.045556
output_COI.txt	P	chr12|852225	0.024574836	0.026018	0.00944	0.001174	0.040975
output_COI.txt	P	chr12|865159	0.076077672	0.077884	0.01882	0.017296	0.103595
output_COI.txt	P	chr12|866322	0.028090445	0.026957	0.01092	0.00110515	0.050677
output_COI.txt	P	chr12|892211	0.037350254	0.03786	0.0121	0.003564	0.056714
output_COI.txt	P	chr12|892338	0.024286855	0.023601	0.01024	0.01104	0.039739
output_COI.txt	P	chr12|892798	0.021540553	0.020683	0.00719	0.008491	0.041736
output_COI.txt	P	chr12|907264	0.74924684	0.767914	0.11286	0.204352	0.810477
output_COI.txt	P	chr12|909160	0.055018679	0.058064	0.01407	0.009002	0.082957
output_COI.txt	P	chr12|913124	0.476433221	0.49298	0.08507	0.090155	0.543468
output_COI.txt	P	chr12|928407	0.031830464	0.030715	0.01035	0.008062	0.050987
output_COI.txt	P	chr12|935411	0.026753525	0.025925	0.00969	0.005157	0.047583925
output_COI.txt	P	chr12|938341	0.18180553	0.188312	0.03722	0.049046	0.22965185
output_COI.txt	P	chr12|941821	0.191413042	0.1983195	0.03875	0.045365175	0.239528
output_COI.txt	P	chr12|943339	0.314004965	0.324324	0.05712	0.063279	0.367111
output_COI.txt	P	chr12|944301	0.030795352	0.029658	0.00989	0.007616	0.050513
output_COI.txt	P	chr12|953362	0.084172139	0.0828085	0.01859	0.036434	0.11706
output_COI.txt	P	chr12|989679	0.070953243	0.071937	0.01864	0.010302	0.103042
output_COI.txt	P	chr12|1014046	0.496791382	0.513885	0.09113	0.084645	0.565753
output_COI.txt	P	chr12|1014802	0.545013763	0.563236	0.09606	0.090519	0.613602
output_COI.txt	P	chr12|1015328	0.124722905	0.1273465	0.02956	0.017698	0.165725
output_COI.txt	P	chr12|1020211	0.267004025	0.273761	0.05365	0.07254	0.33186015
output_COI.txt	P	chr12|1042965	0.052030116	0.05371	0.01457	0.006074	0.080269
output_COI.txt	P	chr12|1043449	0.057290017	0.057464	0.01446	0.015329	0.084164375
output_COI.txt	P	chr12|1048769	0.051803127	0.053486	0.0136	0.015001	0.072967
output_COI.txt	P	chr12|1051589	0.045968134	0.048682	0.01269	0.005098	0.066078
output_COI.txt	P	chr12|1059078	0.062370683	0.062087	0.01506	0.026263	0.0874561249999999
output_COI.txt	P	chr12|1068851	0.053346168	0.054145	0.0122	0.027719	0.074044
output_COI.txt	P	chr12|1075986	0.054352058	0.05601	0.01393	0.006446	0.077286
output_COI.txt	P	chr12|1078321	0.335026343	0.345162	0.06457	0.052799	0.397566
output_COI.txt	P	chr12|1087957	0.104606104	0.106519	0.02405	0.027744275	0.146636
output_COI.txt	P	chr12|1089105	0.044209116	0.044539	0.01362	0.008004	0.066465
output_COI.txt	P	chr12|1089166	0.050672492	0.050632	0.01148	0.024881	0.069054
output_COI.txt	P	chr12|1116285	0.086644278	0.087497	0.02064	0.015377	0.117083375
output_COI.txt	P	chr12|1126440	0.21415259	0.2202475	0.04443	0.036746	0.264255025
output_COI.txt	P	chr12|1148572	0.065591414	0.067046	0.01603	0.013611	0.09400295
output_COI.txt	P	chr12|1156135	0.568889296	0.587719	0.09777	0.127234	0.642442
output_COI.txt	P	chr12|1173724	0.081218396	0.081953	0.01845	0.040758	0.112283
output_COI.txt	P	chr12|1193349	0.084832099	0.087315	0.01999	0.019715925	0.115034
output_COI.txt	P	chr12|1195282	0.025911977	0.024597	0.00854	0.011019	0.047805
output_COI.txt	P	chr12|1212825	0.2429781	0.2512605	0.04911	0.035277	0.300578
output_COI.txt	P	chr12|1320059	0.521053836	0.535999	0.09074	0.113831	0.5896224
output_COI.txt	P	chr12|1322498	0.09151504	0.091787	0.02178	0.022394	0.121924
output_COI.txt	P	chr12|1387200	0.529262489	0.545946	0.0914	0.09745	0.599123
output_COI.txt	P	chr12|1392124	0.234281323	0.242412	0.04786	0.039953	0.2829476
output_COI.txt	P	chr12|1435153	0.110654137	0.1115385	0.02432	0.030508	0.147523
output_COI.txt	P	chr12|1449503	0.846844713	0.8638355	0.1071	0.425919575	0.901312
output_COI.txt	P	chr12|1515725	0.117204994	0.123121	0.0269	0.020074	0.152873
output_COI.txt	P	chr12|1546481	0.124403991	0.127551	0.02885	0.019858	0.165606
output_COI.txt	P	chr12|1548884	0.133385384	0.139481	0.02813	0.035779	0.169439
output_COI.txt	P	chr12|1559859	0.867945789	0.882029	0.10856	0.357257275	0.9223967
output_COI.txt	P	chr12|1615391	0.49172543	0.507943	0.08322	0.119673725	0.552685
output_COI.txt	P	chr12|1663324	0.189590833	0.196076	0.0405	0.024241	0.2338609
output_COI.txt	P	chr12|1663492	0.319092361	0.330513	0.05905	0.065008	0.3760343
output_COI.txt	P	chr12|1665622	0.468526934	0.483317	0.0822	0.087259225	0.5344909
output_COI.txt	P	chr12|1678939	0.804679797	0.83182	0.1294	0.20025	0.869838
output_COI.txt	P	chr12|1681129	0.048285654	0.049631	0.01396	0.004938	0.070824
output_COI.txt	P	chr12|1681360	0.164909798	0.169743	0.03739	0.031446	0.216959
output_COI.txt	P	chr12|1802019	0.186250589	0.190706	0.03996	0.030752	0.233787
output_COI.txt	P	chr12|1868677	0.109150418	0.111191	0.02618	0.017749	0.153108325
output_COI.txt	P	chr12|1887454	0.047483836	0.048781	0.01379	0.0078993	0.073277
output_COI.txt	P	chr12|1963992	0.063223917	0.064447	0.01601	0.013531	0.09011
output_COI.txt	P	chr12|1964949	0.124951614	0.12958	0.03077	0.01065	0.167654
output_COI.txt	P	chr12|1997660	0.431295609	0.445876	0.07611	0.081546	0.493138
output_COI.txt	P	chr12|2006015	0.088361211	0.0889775	0.02157	0.013226	0.124388
output_COI.txt	P	chr12|2023575	0.149798756	0.152796	0.03046	0.032556	0.184317
output_COI.txt	P	chr12|2034711	0.179405119	0.186739	0.0398	0.024638	0.22391
output_COI.txt	P	chr12|2035576	0.192160778	0.2002755	0.04107	0.023647	0.237062
output_COI.txt	P	chr12|2046741	0.62690131	0.647912	0.10583	0.124511	0.702772
output_COI.txt	P	chr12|2047161	0.19349548	0.199658	0.04237	0.025618	0.243280825
output_COI.txt	P	chr12|2050146	0.083851403	0.085056	0.01647	0.036227	0.114291
output_COI.txt	P	chr12|2051511	0.219305829	0.226783	0.04606	0.030404	0.271937
output_COI.txt	P	chr12|2062740	0.046485532	0.048096	0.01436	0.004449	0.06872
output_COI.txt	P	chr12|2079644	0.175560463	0.179789	0.03738	0.020312	0.221645
output_COI.txt	P	chr12|2116182	0.913024808	0.930964	0.09906	0.72522745	0.956906
output_COI.txt	P	chr12|2151902	0.680522152	0.699638	0.10957	0.137225	0.747064
output_COI.txt	P	chr13|155246	0.577919769	0.594305	0.09885	0.122587	0.645464
output_COI.txt	P	chr13|156689	0.521182162	0.537886	0.09393	0.088862	0.5943254
output_COI.txt	P	chr13|236385	0.046481205	0.047412	0.01311	0.010025	0.070739
output_COI.txt	P	chr13|256854	0.414367476	0.4258175	0.0762	0.076297	0.4770041
output_COI.txt	P	chr13|290146	0.704494068	0.726547	0.11196	0.17300555	0.76783975
output_COI.txt	P	chr13|301446	0.625442029	0.6466075	0.10358	0.112163	0.6938859
output_COI.txt	P	chr13|309120	0.072386743	0.074707	0.01834	0.012524	0.098660875
output_COI.txt	P	chr13|341070	0.148775063	0.153694	0.02884	0.050556	0.185121
output_COI.txt	P	chr13|365240	0.040432656	0.041381	0.01231	0.006092	0.0642101499999999
output_COI.txt	P	chr13|398354	0.082177507	0.081717	0.01816	0.028069	0.111
output_COI.txt	P	chr13|410962	0.204967197	0.212233	0.04184	0.066923	0.256921
output_COI.txt	P	chr13|480781	0.350017898	0.36119	0.06486	0.073409	0.410075
output_COI.txt	P	chr13|483005	0.061945071	0.063286	0.0161	0.008671	0.090883
output_COI.txt	P	chr13|503298	0.136510341	0.141381	0.0307	0.03284	0.173078375
output_COI.txt	P	chr13|530497	0.063697643	0.063438	0.01715	0.010836	0.094529
output_COI.txt	P	chr13|531261	0.256590395	0.266495	0.05071	0.038888	0.3123
output_COI.txt	P	chr13|595379	0.062868316	0.0648715	0.01747	0.015315	0.096025
output_COI.txt	P	chr13|613236	0.041686689	0.0437985	0.01372	0.00302	0.064231
output_COI.txt	P	chr13|640404	0.079180908	0.082232	0.01894	0.016899	0.110563
output_COI.txt	P	chr13|714722	0.774776907	0.794378	0.1163	0.20966	0.84065
output_COI.txt	P	chr13|722833	0.068750781	0.070504	0.0188	0.007283	0.102688
output_COI.txt	P	chr13|738765	0.85158023	0.875032	0.12396	0.227672	0.9052109
output_COI.txt	P	chr13|756912	0.584618588	0.602184	0.09824	0.124757	0.650611
output_COI.txt	P	chr13|758787	0.212812944	0.22177	0.04259	0.044368	0.266159
output_COI.txt	P	chr13|769044	0.058025656	0.059815	0.01495	0.016927	0.083727
output_COI.txt	P	chr13|817001	0.273757046	0.281071	0.05112	0.055214	0.33262715
output_COI.txt	P	chr13|931547	0.215579233	0.220893	0.04296	0.031084	0.258890325
output_COI.txt	P	chr13|934925	0.049646535	0.049457	0.01496	0.012169	0.077429
output_COI.txt	P	chr13|935882	0.158021555	0.162702	0.03174	0.025627	0.196167
output_COI.txt	P	chr13|1004961	0.043256549	0.045565	0.01166	0.010054	0.06118
output_COI.txt	P	chr13|1079779	0.106260601	0.109268	0.02483	0.028367	0.143539325
output_COI.txt	P	chr13|1150583	0.015107863	0.014913	0.00595	0.005937	0.028768
output_COI.txt	P	chr13|1175513	0.938148836	0.957988	0.11141	0.572395	0.9770265
output_COI.txt	P	chr13|1225494	0.288814647	0.300384	0.05641	0.054952	0.343096
output_COI.txt	P	chr13|1230403	0.180278548	0.18808	0.03876	0.021664	0.227044
output_COI.txt	P	chr13|1244791	0.187845587	0.195879	0.03735	0.05045205	0.2270451
output_COI.txt	P	chr13|1257063	0.598748239	0.616563	0.10333	0.11052	0.668834
output_COI.txt	P	chr13|1265571	0.634670578	0.655921	0.10725	0.130353	0.704502
output_COI.txt	P	chr13|1311128	0.127227987	0.128927	0.02712	0.019378	0.163976025
output_COI.txt	P	chr13|1350981	0.235311211	0.241061	0.04704	0.050263275	0.29070105
output_COI.txt	P	chr13|1406752	0.428085356	0.443415	0.07792	0.066829	0.491604525
output_COI.txt	P	chr13|1429067	0.09015321	0.092793	0.02191	0.007788	0.121554675
output_COI.txt	P	chr13|1478081	0.305882941	0.3151405	0.06313	0.059324	0.371124225
output_COI.txt	P	chr13|1628232	0.19913528	0.205131	0.03957	0.05451	0.24869265
output_COI.txt	P	chr13|1659533	0.034554399	0.035221	0.00987	0.004585	0.049997
output_COI.txt	P	chr13|1660920	0.048627512	0.0479285	0.01619	0.005824	0.073342
output_COI.txt	P	chr13|1682933	0.900347893	0.918473	0.11238	0.3937728	0.948526
output_COI.txt	P	chr13|1716321	0.550912454	0.5688195	0.0953	0.091572	0.617645
output_COI.txt	P	chr13|1745728	0.008803298	0.006363	0.00972	0.001863	0.025145
output_COI.txt	P	chr13|1774926	0.33401262	0.345134	0.06479	0.055356	0.407322
output_COI.txt	P	chr13|1861105	0.100111926	0.102492	0.02383	0.017898	0.136413
output_COI.txt	P	chr13|1876423	0.166094176	0.171226	0.03702	0.021743	0.210578
output_COI.txt	P	chr13|1876606	0.360596869	0.375156	0.07231	0.063879	0.421356
output_COI.txt	P	chr13|1879631	0.045332477	0.045899	0.01267	0.016224	0.067776
output_COI.txt	P	chr13|1880114	0.556723111	0.576308	0.09028	0.13246	0.623383725
output_COI.txt	P	chr13|1910058	0.07174944	0.074577	0.01675	0.023083	0.097264
output_COI.txt	P	chr13|1970443	0.540664039	0.556425	0.09332	0.108799	0.614383725
output_COI.txt	P	chr13|1986165	0.329680109	0.344703	0.06377	0.055057	0.389136
output_COI.txt	P	chr13|2022295	0.518572103	0.538387	0.09192	0.110684	0.582817
output_COI.txt	P	chr13|2044533	0.067012279	0.069161	0.0156	0.024187	0.095846
output_COI.txt	P	chr13|2067739	0.034586969	0.033813	0.01043	0.009794	0.053006
output_COI.txt	P	chr13|2078454	0.116983074	0.122512	0.02737	0.020695	0.155994
output_COI.txt	P	chr13|2083881	0.140299279	0.144165	0.02895	0.029427	0.181638
output_COI.txt	P	chr13|2103416	0.684990219	0.7031045	0.11042	0.150516475	0.7497693
output_COI.txt	P	chr13|2110966	0.862714561	0.886707	0.11839	0.318879525	0.915582
output_COI.txt	P	chr13|2124825	0.835164961	0.861195	0.12423	0.239335	0.892800325
output_COI.txt	P	chr13|2266108	0.948513785	0.960984	0.08112	0.883497025	0.979035
output_COI.txt	P	chr13|2271599	0.092785629	0.095518	0.02199	0.013335	0.12199
output_COI.txt	P	chr13|2302511	0.58056485	0.60059	0.09997	0.120365	0.649596
output_COI.txt	P	chr13|2323925	0.205289714	0.212226	0.04108	0.045588	0.251589
output_COI.txt	P	chr13|2341466	0.441234821	0.458039	0.07886	0.071686	0.506886
output_COI.txt	P	chr13|2341610	0.566378556	0.586835	0.09577	0.127539	0.627911
output_COI.txt	P	chr13|2400533	0.332434605	0.342108	0.06329	0.061413	0.393604725
output_COI.txt	P	chr13|2415386	0.123651488	0.128192	0.0282	0.016899	0.161057
output_COI.txt	P	chr13|2415839	0.08733024	0.08838	0.0207	0.022247	0.121751
output_COI.txt	P	chr13|2417474	0.134790555	0.137172	0.03037	0.02786135	0.176687
output_COI.txt	P	chr13|2417849	0.148457192	0.15231	0.03305	0.016601	0.186226
output_COI.txt	P	chr13|2475404	0.148847413	0.152072	0.03367	0.025766	0.19228835
output_COI.txt	P	chr13|2479113	0.838335617	0.860492	0.12373	0.308468075	0.900391
output_COI.txt	P	chr13|2479509	0.673358816	0.695612	0.10976	0.17346315	0.7453447
output_COI.txt	P	chr13|2481108	0.846063025	0.86514	0.11922	0.280742075	0.913256
output_COI.txt	P	chr13|2481275	0.678816301	0.697173	0.1044	0.182136	0.762913
output_COI.txt	P	chr13|2506752	0.035801658	0.034819	0.01001	0.017686	0.0578
output_COI.txt	P	chr13|2529293	0.183671793	0.190995	0.0389	0.026684	0.230243
output_COI.txt	P	chr13|2545561	0.056624497	0.056924	0.01515	0.020388	0.086129
output_COI.txt	P	chr13|2600907	0.030154866	0.030044	0.00962	0.004443	0.0487158499999999
output_COI.txt	P	chr13|2606427	0.086504872	0.088039	0.01954	0.045459	0.116216
output_COI.txt	P	chr13|2651476	0.033019956	0.033402	0.0104	0.009886	0.050757
output_COI.txt	P	chr13|2655493	0.083740488	0.08475	0.02064	0.028178	0.119514
output_COI.txt	P	chr13|2669640	0.49046416	0.5077635	0.08499	0.072922	0.554273
output_COI.txt	P	chr13|2698420	0.240402832	0.250025	0.04939	0.028331	0.290854
output_COI.txt	P	chr14|113975	0.033226378	0.033083	0.01144	0.008949	0.05162
output_COI.txt	P	chr14|113980	0.293673819	0.30296	0.05747	0.048592	0.353157
output_COI.txt	P	chr14|137622	0.501567787	0.519996	0.0927	0.105036	0.572208
output_COI.txt	P	chr14|137691	0.36683686	0.378973	0.07044	0.060564	0.42471305
output_COI.txt	P	chr14|161286	0.763691343	0.784878	0.11616	0.209971	0.82768
output_COI.txt	P	chr14|164833	0.07648277	0.077683	0.01902	0.013326	0.102635
output_COI.txt	P	chr14|165436	0.081597331	0.082446	0.01835	0.020472	0.109380425
output_COI.txt	P	chr14|201791	0.668333054	0.691212	0.11194	0.160739775	0.735863
output_COI.txt	P	chr14|202238	0.096634652	0.0984665	0.02337	0.011092	0.130744
output_COI.txt	P	chr14|259286	0.466815398	0.479484	0.08598	0.090413125	0.546654
output_COI.txt	P	chr14|261295	0.129453723	0.133817	0.02795	0.026231	0.1648845
output_COI.txt	P	chr14|324097	0.063744431	0.066639	0.01591	0.016267	0.093761
output_COI.txt	P	chr14|337415	0.537165024	0.555798	0.0993	0.094264	0.603814125
output_COI.txt	P	chr14|384345	0.144091199	0.147729	0.02945	0.031792	0.193392
output_COI.txt	P	chr14|390353	0.051312745	0.049586	0.01396	0.01813	0.075037475
output_COI.txt	P	chr14|393389	0.15172154	0.155443	0.03212	0.028927375	0.188934
output_COI.txt	P	chr14|397871	0.114579868	0.1170175	0.02573	0.019821	0.149929525
output_COI.txt	P	chr14|406995	0.749479086	0.77058	0.11953	0.165812275	0.814419
output_COI.txt	P	chr14|407424	0.280620872	0.29058	0.05521	0.036282	0.336898025
output_COI.txt	P	chr14|421848	0.066249089	0.067801	0.01476	0.035329	0.090758
output_COI.txt	P	chr14|422158	0.054588868	0.054674	0.01477	0.007896	0.077927
output_COI.txt	P	chr14|422319	0.017229102	0.01624	0.00637	0.003863	0.030914
output_COI.txt	P	chr14|429723	0.181036706	0.187578	0.03861	0.039141	0.2249305
output_COI.txt	P	chr14|465265	0.905078404	0.923779	0.11555	0.457432	0.951554
output_COI.txt	P	chr14|489229	0.119788798	0.123375	0.02839	0.018824	0.161514
output_COI.txt	P	chr14|494376	0.413575076	0.427869	0.07635	0.087765	0.477963
output_COI.txt	P	chr14|510022	0.101076297	0.1047775	0.02271	0.023821	0.131682
output_COI.txt	P	chr14|512987	0.417236492	0.429101	0.07255	0.085074	0.476140575
output_COI.txt	P	chr14|513814	0.074981954	0.076329	0.01624	0.029344	0.100697
output_COI.txt	P	chr14|564266	0.240943827	0.249215	0.05027	0.038131	0.300376275
output_COI.txt	P	chr14|564339	0.914312199	0.923702	0.08886	0.889078	0.962735
output_COI.txt	P	chr14|689116	0.141277294	0.14586	0.02952	0.047369	0.182127
output_COI.txt	P	chr14|809810	0.201198977	0.207034	0.04083	0.037274	0.253237
output_COI.txt	P	chr14|832594	0.472674488	0.486857	0.08314	0.078673	0.5468397
output_COI.txt	P	chr14|872802	0.672855972	0.696649	0.11393	0.140978	0.745019
output_COI.txt	P	chr14|901969	0.122516311	0.126456	0.02837	0.01541	0.166639
output_COI.txt	P	chr14|910628	0.198225049	0.205747	0.04143	0.034677	0.247606
output_COI.txt	P	chr14|914115	0.075075305	0.075299	0.01592	0.035022	0.106022
output_COI.txt	P	chr14|919511	0.234275796	0.245579	0.04933	0.029022	0.284863
output_COI.txt	P	chr14|923791	0.495271441	0.511157	0.08771	0.096887	0.56481
output_COI.txt	P	chr14|1036865	0.502436168	0.5181185	0.08969	0.091822	0.569622225
output_COI.txt	P	chr14|1102380	0.233367379	0.240271	0.04832	0.026726	0.282615
output_COI.txt	P	chr14|1102389	0.236798121	0.2459415	0.04694	0.039713	0.281657125
output_COI.txt	P	chr14|1102755	0.288736514	0.299963	0.05827	0.046024	0.348954
output_COI.txt	P	chr14|1105725	0.2518075	0.260952	0.04934	0.047622	0.299199
output_COI.txt	P	chr14|1106139	0.250573796	0.258555	0.04938	0.037008	0.3066013
output_COI.txt	P	chr14|1137767	0.054821481	0.055724	0.01533	0.00834	0.079439
output_COI.txt	P	chr14|1171335	0.416016081	0.431334	0.07564	0.085322	0.48194065
output_COI.txt	P	chr14|1171479	0.31671394	0.3293805	0.05899	0.078144	0.380078
output_COI.txt	P	chr14|1172694	0.207565786	0.215005	0.04275	0.024122	0.259862
output_COI.txt	P	chr14|1179640	0.899534248	0.907667	0.07968	0.866876	0.967254675
output_COI.txt	P	chr14|1193881	0.448034998	0.463878	0.08048	0.0879743	0.517618
output_COI.txt	P	chr14|1199242	0.241112575	0.246488	0.05064	0.038243	0.292487525
output_COI.txt	P	chr14|1236727	0.038150417	0.038801	0.01032	0.013583	0.052534
output_COI.txt	P	chr14|1300698	0.011348743	0.010654	0.0043	0.004963	0.0217352
output_COI.txt	P	chr14|1334365	0.384006675	0.396631	0.07294	0.074806	0.4468
output_COI.txt	P	chr14|1336795	0.126999819	0.131267	0.02915	0.018046	0.16832
output_COI.txt	P	chr14|1351948	0.079160039	0.07909	0.02201	0.020457	0.111886
output_COI.txt	P	chr14|1397764	0.129600387	0.134996	0.02904	0.018864	0.165823625
output_COI.txt	P	chr14|1467935	0.221969561	0.227361	0.04518	0.034319	0.270293
output_COI.txt	P	chr14|1473534	0.810491804	0.830217	0.1194	0.230261	0.87114105
output_COI.txt	P	chr14|1481872	0.053519774	0.0541615	0.01712	0.007784	0.093129
output_COI.txt	P	chr14|1482057	0.042027714	0.042103	0.01035	0.020542	0.061420025
output_COI.txt	P	chr14|1576037	0.014745089	0.013029	0.00925	0.002962	0.028782
output_COI.txt	P	chr14|1629711	0.021058569	0.021983	0.00676	0.006982	0.036232
output_COI.txt	P	chr14|1636229	0.028360527	0.028607	0.01089	0.002509	0.045862
output_COI.txt	P	chr14|1656678	0.189264687	0.195948	0.03861	0.03342	0.236852
output_COI.txt	P	chr14|1657395	0.115387829	0.11952	0.02606	0.024309	0.156747
